ProgramType,ActivityCode,GranteeStatus,BHCMISId,grantnumber,BPHCAssignedSiteNumber,SiteName,SiteType,TemporarySiteFlag,SiteStatus,SiteTerminatedDate,SiteLocation,LocationSetting,SiteOpenedDate,SiteEffectiveDate,SiteOperationalByDate,SitePhysicalAddress,PhysicalCongressionalDistrict,ServiceAreaZipCodes,OperatingMonths,TotalWeeklyHoursOfOperation,SiteOperatedBy,NoOfVoucherSites,NoOfIntermittentSites,MedicaidBillingNumber,PhysicalMailStopCode,PhysicalDivisionLine,PhysicalStreetNumber,PhysicalStreetAddress,PhysicalPostOfficeBoxNumber,PhysicalRuralRouteNumber,SitePhysicalCity,SiteState,SiteRegion,SitePhysicalRegion,PhysicalZipCode,PhysicalZip4Code,PhysicalCounty,OrganizationStreetAddress,OrganizationCity,OrganizationState,OrganizationZipCode,OrganizationZip4Code,SiteMailingAddress,MailingMailStopCode,MailingDivisionLine,MailingStreetNumber,MailingStreetAddress,MailingUnit,MailingPostOfficeBoxNumber,MailingRuralRouteNumber,MailingCity,MailingState,MailingZipCode,MailingZip4Code,MailingCongressionalDistrict,OrganizationName,OperatingOrgPhysicalAddress,OperatingOrgMailingAddress,OperatingOrgEIN,ProjectDirector,PDPhone,PDPhoneExtension,PDEmail,SitePhoneExtension,SitePhoneNumber,SiteAdminPhone,SiteAdminPhoneExtension,RelatedARRAGrantsFlag,RelatedARRAGrants,RelatedACAGrantsFlag,RelatedACAGrants,NationalProviderIdentificationNumber,MedicareBillingNumber,MedicareBillingNumberStatus,HRSAAssignedSiteNumber,CalendarSchedule,OperationalSchedule,PopulationType,MedicaidPharmacyBillingNumber,SiteFaxNumber,DUNS,ServiceAreaCensusTracts
Section 330,H80,Inactive,719300,H80CS08757,BPS-H80-009934,Crider Health Center,Service Delivery Site,No,Terminated,1/29/16,Permanent,All Other Clinic Types,8/16/10,8/26/10,9/28/10,"546 1st Capitol Dr STE 1, Saint Charles, MO 63301-2789",MO-03,"633,016,330,363,304,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",40,Health Center/Applicant,,NULL,Pending,NULL,NULL,NULL,546 1st Capitol Dr STE 1,NULL,NULL,Saint Charles,MO,Region VII,Region VII,63301,2789,St. Charles,1032 Crosswinds Ct,Wentzville,MO,63385,4836,"1032 Crosswinds Court, Wentzville, MO 63385-4836",NULL,NULL,1032,Crosswinds Court, ,NULL,NULL,Wentzville,MO,63385,4836,NULL,"Crider Health Center, Inc.",NULL,NULL,NULL,Laura J Heebner,(636)-332-8306,,lheebner@cridercenter.org,NULL,(636)-332-8335,(636)-332-6000,NULL,No,N/A,No,N/A,,261014,This site has a Medicare billing number,15262,Year-Round,Full-Time,Urban,NULL,NULL,119049922,"3101.00,3102.22,3103.00,3104.00,3105.00,3106.00,3107.00,3108.00,3109.01,3109.02,3109.03,3110.00,3111.03,3111.11,3111.12,3111.14,3111.21,3111.22,3111.24,3111.32,3111.34,3111.44,3112.03,3112.05,3112.11,3112.12,3112.21,3112.92,3112.94,3113.11,3113.12,3113.22,3113.31,3113.91,3114.01,3114.12,3114.22,3115.00,3116.00,3117.11,3117.12,3117.21,3117.22,3117.31,3117.32,3118.01,3118.02,3119.01,3119.02,3119.03,3120.01,3120.92,3120.93,3121.02,3121.91,3122.01,3122.02"
Section 330,H80,Inactive,719300,H80CS08757,BPS-H80-011333,"Warrenton Medical, Dental, &avioral Health",Service Delivery Site,No,Terminated,1/29/16,Permanent,All Other Clinic Types,6/18/12,4/30/12,6/18/12,"19515 Brune Pkwy, Warrenton, MO 63383-6505",MO-03,"63,348,633,576,338,300,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",40,Health Center/Applicant,,NULL,504605304,NULL,NULL,NULL,19515 Brune Pkwy,NULL,NULL,Warrenton,MO,Region VII,Region VII,63383,6505,Warren,1032 Crosswinds Ct,Wentzville,MO,63385,4836,"19515 Brune Parkway, Warrenton, MO 63383",NULL,NULL,19515,Brune Parkway, ,NULL,NULL,Warrenton,MO,63383,NULL,NULL,"Crider Health Center, Inc.",NULL,NULL,NULL,Laura J Heebner,(636)-332-8306,,lheebner@cridercenter.org,NULL,(636)-456-5014,(636)-332-8392,NULL,No,N/A,Yes,C8ACS21245(Used),,264061,This site has a Medicare billing number,21118,Year-Round,Full-Time,Urban,NULL,NULL,119049922,"8201.00,8201.01,8201.02,8201.03"
Section 330,H80,Inactive,719300,H80CS08757,BPS-H80-011917,Union Pedicatric Medical and Dental Clinic,Service Delivery Site,No,Terminated,1/29/16,Permanent,All Other Clinic Types,NULL,7/18/12,7/18/12,"1780 Old Highway 50 STE 111, Union, MO 63084-3397",MO-03,"630,136,301,463,015,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",40,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,1780 Old Highway 50 STE 111,NULL,NULL,Union,MO,Region VII,Region VII,63084,3397,Franklin,1032 Crosswinds Ct,Wentzville,MO,63385,4836,"1780 Old Highway 50 STE 111, Union, MO 63084-3397",NULL,NULL,1780,Old Highway 50,STE 111,NULL,NULL,Union,MO,63084,3397,NULL,"Crider Health Center, Inc.",NULL,NULL,NULL,Laura J Heebner,(636)-332-8306,,lheebner@cridercenter.org,NULL,(636)-583-2251,(636)-332-8392,NULL,No,N/A,No,N/A,,261013,This site has a Medicare billing number,21652,Year-Round,Full-Time,Urban,NULL,NULL,119049922,"8001.00,8002.01,8002.02,8003.00,8004.01,8004.02,8005.00,8006.01,8006.02,8007.01,8007.02,8008.00,8009.00,8010.00,8011.00"
Section 330,H80,Inactive,719300,H80CS08757,BPS-H80-014111,St. Charles Clinic,Service Delivery Site,No,Terminated,1/29/16,Permanent,All Other Clinic Types,NULL,7/28/14,9/22/14,"102 COMPASS POINT DR, SAINT CHARLES, MO 63301-4414",MO-03,"633,016,330,363,304,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",NULL,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,102 COMPASS POINT DR,NULL,NULL,SAINT CHARLES,MO,Region VII,Region VII,63301,4414,St. Charles,1032 Crosswinds Ct,Wentzville,MO,63385,4836,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Crider Health Center, Inc.",NULL,NULL,NULL,Laura J Heebner,(636)-332-8306,,lheebner@cridercenter.org,NULL,(636)-946-6832,(636)-332-8000,NULL,No,N/A,No,N/A,NULL,NULL,NULL,25220,,Full-Time,Urban,NULL,NULL,119049922,"3101.00,3102.22,3103.00,3104.00,3105.00,3106.00,3107.00,3108.00,3109.01,3109.02,3109.03,3110.00,3111.03,3111.11,3111.12,3111.14,3111.21,3111.22,3111.24,3111.32,3111.34,3111.44,3112.03,3112.05,3112.11,3112.12,3112.21,3112.92,3112.94,3113.11,3113.12,3113.31,3113.91,3114.01,3114.12,3114.22,3115.00,3116.00,3117.11,3117.12,3117.21,3117.22,3117.31,3117.32,3118.01,3118.02,3119.01,3119.02,3119.03,3120.01,3120.92,3120.93,3121.02,3121.91,3122.01,3122.02"
Section 330,H80,Inactive,91520,H80CS00284,BPS-H80-006184,Fourth Avenue Family Medicine,Service Delivery Site,No,Terminated,1/30/13,Permanent,All Other Clinic Types,4/1/04,1/3/06,4/1/04,"1901 4th Ave STE 100, San Diego, CA 92101-2381",CA-53,"9,191,091,911,919,500,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",20,Health Center/Applicant,,NULL,FHC03814F,,,NULL,1901 4th Ave STE 100,NULL,NULL,San Diego,CA,Region IX,Region IX,92101,2381,San Diego,31115 Highway 94,Campo,CA,91906,3133,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mountain Health & Community Services, Inc.",NULL,NULL,NULL,Judith  Shaplin,(619)-445-6200,161,jshaplin@mtnhealth.org,,(619)-478-5254,(619)-445-6200,,No,N/A,No,N/A,NULL,W13315,NULL,10409,Year-Round,Part-Time,Urban,FHC03814F,(619)-238-5702,111050212,"34.02,35.00,36.00,38.00,38.99,39.00,40.00,41.00,45.00,46.00,47.00,48.00,49.00,50.00,50.99,51.00,51.99,52.00"
Section 330,H80,Inactive,51490,H80CS00491,BPS-H80-004792,"DBA NORTHERN HEALTH CENTERS, INC.",Administrative/Service Delivery Site,No,Terminated,1/31/19,Permanent,All Other Clinic Types,10/1/78,1/10/86,10/1/78,"15397 HWY 32, LAKEWOOD, WI 54138-0179",WI-08,"541,045,413,854,149,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",54,Health Center/Applicant,,NULL,32955500,,,NULL,15397 HWY 32,NULL,NULL,LAKEWOOD,WI,Region V,Region V,54138,179,Oconto,15397 ST HWY 32,LAKEWOOD,WI,54138,9702,"Post Office Box 179, Lakewood, WI 54138-0179",NULL,NULL,NULL,NULL, ,179,NULL,Lakewood,WI,54138,179,WI-08,"NORTHERN HEALTH CENTERS, INC.",NULL,NULL,NULL,NULL,NULL,,NULL,,(715)-276-6321,(715)-276-6321,,Yes,C81CS14382(Used),No,N/A,,521801,This site has a Medicare billing number,6946,Year-Round,Full-Time,Rural,0,(715)-276-1428,173854738,"950,296,029,903"
Section 330,H80,Inactive,51490,H80CS00491,BPS-H80-012371,Oconto Hospital SIte,Service Delivery Site,No,Terminated,1/31/19,Permanent,Hospital,1/1/13,2/20/13,3/20/13,"820 Arbutus Ave, Oconto, WI 54153-2004",WI-08,"541,125,411,454,139,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",53,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,820 Arbutus Ave,NULL,NULL,Oconto,WI,Region V,Region V,54153,2004,Oconto,15397 ST HWY 32,LAKEWOOD,WI,54138,9702,"823 Arbutus Avenue, Oconto, WI 54153",NULL,NULL,823,Arbutus Avenue, ,NULL,NULL,Oconto,WI,54153,NULL,NULL,"NORTHERN HEALTH CENTERS, INC.",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(920)-433-3500,(920)-433-3500,NULL,No,N/A,No,N/A,,521846,This site has a Medicare billing number,23238,Year-Round,Full-Time,Rural,NULL,NULL,173854738,NULL
Section 330,H80,Inactive,51490,H80CS00491,BPS-H80-013806,White Lake Clinic,Service Delivery Site,No,Terminated,1/31/19,Permanent,All Other Clinic Types,NULL,4/29/14,8/25/14,"524 Bissell Street, White Lake, WI 54491",WI-07,"5,440,954,491",January - December,30,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,524 Bissell Street,NULL,NULL,White Lake,WI,Region V,Region V,54491,NULL,Langlade,15397 ST HWY 32,LAKEWOOD,WI,54138,9702,"524 Bissell Street, White Lake, WI 54491",NULL,NULL,524,Bissell Street, ,NULL,NULL,White Lake,WI,54491,NULL,NULL,"NORTHERN HEALTH CENTERS, INC.",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(000)-000-0000,(715)-276-6321,505,No,N/A,No,N/A,NULL,NULL,NULL,24974,Year-Round,Part-Time,Rural,NULL,NULL,173854738,NULL
Section 330,H80,Inactive,51490,H80CS00491,BPS-H80-013936,Wabeno School District,Service Delivery Site,No,Terminated,1/31/19,Permanent,School,10/1/13,6/17/14,9/10/14,"4346 Mill Lane, Wabeno, WI 54566-9264",WI-07,"541,385,417,554,566","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",8,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,4346 Mill Lane,NULL,NULL,Wabeno,WI,Region V,Region V,54566,9264,Forest,15397 ST HWY 32,LAKEWOOD,WI,54138,9702,"Post Office Box 460, Wabeno, WI 54566",NULL,NULL,NULL,NULL, ,460,NULL,Wabeno,WI,54566,NULL,NULL,"NORTHERN HEALTH CENTERS, INC.",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(715)-473-2592,(715)-276-6321,505,No,N/A,No,N/A,NULL,NULL,NULL,24923,Year-Round,Part-Time,Rural,NULL,NULL,173854738,15390
Section 330,H80,Inactive,82100,H80CS00349,BPS-H80-001192,Isabel Community Clinic,Service Delivery Site,No,Terminated,2/2/16,Permanent,All Other Clinic Types,9/1/80,9/1/80,9/1/80,"118 NORTH MAIN, ISABEL, SD 57633-0097",SD-00,"5,760,157,623,576,280,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",40,Health Center/Applicant,,NULL,5350090,,,NULL,118 NORTH MAIN,NULL,NULL,ISABEL,SD,Region VIII,Region VIII,57633,97,Dewey,118 N MAIN ST,ISABEL,SD,57633,0,"Post Office Box 97, Isabel, SD 57633-0097",NULL,NULL,NULL,NULL, ,97,NULL,Isabel,SD,57633,97,SD-00,PRAIRIE COMMUNITY HEALTH INC,NULL,NULL,NULL,Pam J Locken,(605)-466-2120,,pamlocken@yahoo.com,,(605)-466-2120,(605)-466-2120,,Yes,C81CS14217(Used),No,N/A,,431803,This site has a Medicare billing number,6566,Year-Round,Full-Time,Rural,NA,(605)-466-2190,36105190,"940,194,049,405,940,000,000,000"
Section 330,H80,Inactive,82100,H80CS00349,BPS-H80-001436,MCINTOSH COMMUNITY CLINIC,Service Delivery Site,No,Terminated,2/2/16,Permanent,All Other Clinic Types,12/2/02,12/2/02,12/2/02,"208 MAIN ST., MCINTOSH, SD 57641-0020",SD-00,57641,"April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",40,Health Center/Applicant,,NULL,5350260,,,NULL,208 MAIN ST.,NULL,NULL,MCINTOSH,SD,Region VIII,Region VIII,57641,20,Corson,118 N MAIN ST,ISABEL,SD,57633,0,"Post Office Box 195, McIntosh, SD 57641-0195",NULL,NULL,NULL,NULL, ,195,NULL,McIntosh,SD,57641,195,SD-00,PRAIRIE COMMUNITY HEALTH INC,NULL,NULL,NULL,Pam J Locken,(605)-466-2120,,pamlocken@yahoo.com,,(605)-273-4335,(605)-466-2120,,Yes,C81CS14217(Used),No,N/A,,431826,This site has a Medicare billing number,4045,Year-Round,Full-Time,Rural,NA,(605)-273-4360,36105190,"940,494,059,406,940,000,000,000"
Section 330,H80,Inactive,82100,H80CS00349,BPS-H80-003586,FAITH COMMUNITY HLTH CTR,Service Delivery Site,No,Terminated,2/2/16,Permanent,All Other Clinic Types,1/1/76,1/1/76,1/1/76,"112 N. 2ND AVE, WEST, FAITH, SD 57626-0000",SD-00,57626,"April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",40,Health Center/Applicant,,NULL,5350130,,,NULL,"112 N. 2ND AVE, WEST",NULL,NULL,FAITH,SD,Region VIII,Region VIII,57626,0,Meade,118 N MAIN ST,ISABEL,SD,57633,0,"Post Office Box 577, Faith, SD 57626-0577",NULL,NULL,NULL,NULL, ,577,NULL,Faith,SD,57626,577,SD-00,PRAIRIE COMMUNITY HEALTH INC,NULL,NULL,NULL,Pam J Locken,(605)-466-2120,,pamlocken@yahoo.com,,(605)-967-2644,(605)-466-2120,,Yes,C81CS14217(Used),No,N/A,,431813,This site has a Medicare billing number,10747,Year-Round,Full-Time,Rural,NA,(605)-967-2844,36105190,203.02
Section 330,H80,Inactive,82100,H80CS00349,BPS-H80-005917,BISON COMMUNITY CLINIC,Service Delivery Site,No,Terminated,2/2/16,Permanent,All Other Clinic Types,12/1/02,12/1/02,12/1/02,"105 WEST MAIN STREET, BISON, SD 57620",SD-00,"5,762,057,644","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",40,Health Center/Applicant,,NULL,5350300,,,NULL,105 WEST MAIN STREET,NULL,NULL,BISON,SD,Region VIII,Region VIII,57620,NULL,Perkins,118 N MAIN ST,ISABEL,SD,57633,0,"Post Office Box PO Box 3, Bison, SD 57620-0003",NULL,NULL,NULL,NULL, ,PO Box 3,NULL,Bison,SD,57620,3,SD-00,PRAIRIE COMMUNITY HEALTH INC,NULL,NULL,NULL,Pam J Locken,(605)-466-2120,,pamlocken@yahoo.com,,(605)-244-5206,(605)-466-2120,,Yes,C81CS14217(Used),No,N/A,,431827,This site has a Medicare billing number,5385,Year-Round,Part-Time,Rural,Pending,(605)-244-5208,36105190,9983
Section 330,H80,Inactive,82100,H80CS00349,BPS-H80-008499,Tiospaye Topa School,Service Delivery Site,No,Terminated,2/2/16,Permanent,All Other Clinic Types,6/1/09,6/1/09,6/1/09," PO Box 300 , Ridgeview, SD 57652",SD-00,57652,"April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",36,Health Center/Applicant,,NULL,5350050,NULL,NULL,NULL,PO Box 300,NULL,NULL,Ridgeview,SD,Region VIII,Region VIII,57652,NULL,Dewey,118 N MAIN ST,ISABEL,SD,57633,0,"Post Office Box 300, Ridgeview, SD 57652-0300",NULL,NULL,NULL,NULL, ,300,NULL,Ridgeview,SD,57652,300,SD-00,PRAIRIE COMMUNITY HEALTH INC,NULL,NULL,NULL,Pam J Locken,(605)-466-2120,,pamlocken@yahoo.com,NULL,(605)-733-2290,(605)-466-2120,NULL,No,N/A,No,N/A,,431848,This site has a Medicare billing number,12730,Year-Round,Full-Time,Rural,Pending,(605)-466-2190,36105190,"9,401,940,494,059,400,000,000,000,000,000,000,000,000,000,000,000,000"
Section 330,H80,Inactive,82100,H80CS00349,BPS-H80-009314,Family Health Center of Eagle Butte,Service Delivery Site,No,Terminated,2/2/16,Permanent,All Other Clinic Types,1/18/10,2/24/10,3/1/10," North Hwy 212 , Eagle Butte, SD 57625",SD-00,"5,762,557,652","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",40,Health Center/Applicant,,NULL,5350050,NULL,NULL,NULL,North Hwy 212,NULL,NULL,Eagle Butte,SD,Region VIII,Region VIII,57625,NULL,Dewey,118 N MAIN ST,ISABEL,SD,57633,0,"Post Office Box 860, Eagle Butte, SD 57625",NULL,NULL,NULL,NULL, ,860,NULL,Eagle Butte,SD,57625,NULL,NULL,PRAIRIE COMMUNITY HEALTH INC,NULL,NULL,NULL,Pam J Locken,(605)-466-2120,,pamlocken@yahoo.com,NULL,(605)-964-8000,(605)-466-2120,NULL,Yes,C81CS14217(Used),No,N/A,,431802,This site has a Medicare billing number,14909,Year-Round,Full-Time,Rural,NULL,(605)-964-1118,36105190,"940,194,049,405,940,000,000,000"
Section 330,H80,Inactive,42390,H80CS00357,BPS-H80-001722,"TRI-COUNTY HEALTH SYSTEM, INC.",Service Delivery Site,No,Terminated,2/9/16,Permanent,All Other Clinic Types,1/4/79,1/4/79,1/4/79,"675 HAMILTON ST, SPARTA, GA 31087-1837",GA-10,"30,669,310,613,108,200,000",NULL,17,Health Center/Applicant,,NULL,000467519A,,,NULL,675 HAMILTON ST,NULL,NULL,SPARTA,GA,Region IV,Region IV,31087,1837,Hancock,1008 ATLANTA HWY,WARRENTON,GA,30828,9109,"675 Hamilton Street, Sparta, GA 31087-1837",NULL,NULL,675,Hamilton Street, ,J,NULL,Sparta,GA,31087,1837,GA-12,TRI-COUNTY HEALTH SYSTEM INC,NULL,NULL,NULL,NULL,NULL,,NULL,,(706)-444-5241,(706)-465-3253,,No,N/A,No,N/A,NULL,111811,NULL,9618,Year-Round,Full-Time,Rural,N/A,(706)-444-7302,119745735,"48,034,804"
Section 330,H80,Inactive,42390,H80CS00357,BPS-H80-004203,"TRI-COUNTY HEALTH SYSTEM, INC",Service Delivery Site,No,Terminated,2/9/16,Permanent,All Other Clinic Types,8/1/78,8/1/78,8/1/78,"1008 Atlanta Highway, WARRENTON, GA 30828-9109",GA-10,"30,631,306,643,067,300,000,000,000,000,000,000",NULL,40.5,Health Center/Applicant,,NULL,000471809A,,,NULL,1008 Atlanta Highway,NULL,NULL,WARRENTON,GA,Region IV,Region IV,30828,9109,Warren,1008 ATLANTA HWY,WARRENTON,GA,30828,9109,"1008 Atlanta Hwy, Warrenton, GA 30828-9109",NULL,NULL,1008,Atlanta Hwy, ,312,NULL,Warrenton,GA,30828,9109,GA-12,TRI-COUNTY HEALTH SYSTEM INC,NULL,NULL,NULL,NULL,NULL,,NULL,,(706)-465-3253,(706)-465-3253,,Yes,C81CS13816(Used),No,N/A,NULL,111814,NULL,3926,Year-Round,Full-Time,Rural,N/A,(706)-465-3256,119745735,"10,297,049,705"
Section 330,H80,Inactive,42390,H80CS00357,BPS-H80-006018,"TRI-COUNTY HEALTH SYSTEM, INC.",Service Delivery Site,No,Terminated,2/9/16,Permanent,All Other Clinic Types,8/1/78,8/1/78,8/1/78,"437 E Main St, Gibson, GA 30810-4135",GA-10,"3,081,030,820",NULL,17,Health Center/Applicant,,NULL,000471809B,,,NULL,437 E Main St,NULL,NULL,Gibson,GA,Region IV,Region IV,30810,4135,Glascock,1008 ATLANTA HWY,WARRENTON,GA,30828,9109,"437 E Main Street, Gibson, GA 30810-4135",NULL,NULL,437 E,Main Street, ,NULL,NULL,Gibson,GA,30810,4135,GA-12,TRI-COUNTY HEALTH SYSTEM INC,NULL,NULL,NULL,NULL,NULL,,NULL,,(706)-598-3359,(706)-465-3253,,No,N/A,No,N/A,NULL,111812,NULL,9447,Year-Round,Part-Time,Rural,N/A,(706)-598-3403,119745735,101
Section 330,H80,Inactive,610030,H80CS06451,BPS-H80-004574,Medical and Dental Clinic,Administrative/Service Delivery Site,No,Terminated,2/10/09,Permanent,All Other Clinic Types,-,9/19/05,-,"1111 W Adoue St, Alvin, TX 77511-2718",TX-22,"770,477,742,277,430,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",42,Health Center/Applicant,,NULL,168702201,,,NULL,1111 W Adoue St,NULL,NULL,Alvin,TX,Region VI,Region VI,77511,2718,Brazoria,416 S JOHNSON,ALVIN,TX,77511,2747,"Post Office Box 126, Alvin, TX 77512-0126",,,NULL,NULL, ,126,,Alvin,TX,77512,126,TX-14,ALVIN COMMUNITY HEALTH ENDEAVOR,NULL,NULL,NULL,Nancy W Benefield,(281)-331-2999,,achedirector@aol.com,,(281)-331-0490,(281)-633-3106,,No,N/A,No,N/A,NULL,67-1841,NULL,8876,Year-Round,Full-Time,Urban,NA,,55620413,"660,166,026,603,660,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
Section 330,H80,Inactive,41060,H80CS00089,BPS-H80-000335,VANCE-WARREN COMPREHENSIVE HEALTH PLAN,Administrative/Service Delivery Site,No,Terminated,2/10/09,Permanent,All Other Clinic Types,-,3/10/72,-,"1 OPPORTUNITY DRIVE, MANSON, NC 27553-0425",NC-01,"2,391,727,507,275,090,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",December - December,47,Health Center/Applicant,,NULL,,,,NULL,1 OPPORTUNITY DRIVE,NULL,NULL,MANSON,NC,Region IV,Region IV,27553,425,Vance,986 MANSON AXTELL RD,MANSON,NC,27553,0,"Post Office Box 425, MANSON, NC 27553-0425",,,NULL,NULL, ,425,,MANSON,NC,27553,425,NC-01,"VANCE-WARREN COMPREHENSIVE HEALTH PLAN, INC., THE",NULL,NULL,NULL,Charles J Worth,(252)-456-2004,,cworth@vwchp.org,246,(252)-456-2181,(252)-456-2004,246,No,N/A,No,N/A,NULL,,NULL,5537,Year-Round,Full-Time,Rural,,(252)-456-4229,97723829,"1,13,2"
Section 330,H80,Inactive,41060,H80CS00089,BPS-H80-005328,VANCE-WARREN COMP HEALTH PLAN,Administrative/Service Delivery Site,No,Terminated,2/10/09,Permanent,All Other Clinic Types,-,3/10/72,-,"986 MANSON-AXTELL RD, MANSON, NC 27553-0000",NC-01,"23,917,275,072,750,900,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",December - December,47,Health Center/Applicant,,NULL,"344566A, 344566C, 344566D",,,NULL,986 MANSON-AXTELL RD,NULL,NULL,MANSON,NC,Region IV,Region IV,27553,0,Warren,986 MANSON AXTELL RD,MANSON,NC,27553,0,"Post Office Box 425, MANSON, NC 27553-0425",,,NULL,NULL, ,425,,MANSON,NC,27553,425,NC-01,"VANCE-WARREN COMPREHENSIVE HEALTH PLAN, INC., THE",NULL,NULL,NULL,Charles J Worth,(252)-456-2004,,cworth@vwchp.org,246,(252)-456-2181,(252)-456-2004,246,No,N/A,No,N/A,NULL,341834,NULL,5226,Year-Round,Full-Time,Rural,344566B,(252)-456-4229,97723829,"1,13,2"
